parameter,index,value
Y_XCom_S2FL,4,1.19151681611021
Y_XCom_3SL,5,49.9999988137901
Y_XCom_SLactose,6,0.466350935787749
Y_XCom_SNeu5Ac,9,49.999999161223
Y_XCom_SFucose,10,0.593606170928749
K_SLNT,15,0.000100593104953139
K_S2FL,16,0.353407066939944
K_S3SL,17,49.999392660528
K_SLactose,18,5.84877021264063
K_SGalactose,19,16.8751497203814
K_SGlucose,20,36.7890485041078
K_SNeu5Ac,21,49.999999406895
K_SFucose,22,3.5997576222139
