exp,parameter,value
ecol,Y_XCom_3SL,74.9970222179294
ecol,Y_XCom_3SL,75
ecol,Y_XCom_3SL,74.9958105108767
ecol,Y_XCom_3SL,74.9917655239029
ecol,Y_XCom_3SL,74.9990371395163
ecol,Y_XCom_3SL,74.9983751977952
ecol,Y_XCom_3SL,75
ecol,Y_XCom_SLactose,0.481220562776055
ecol,Y_XCom_SLactose,0.468605149730609
ecol,Y_XCom_SLactose,0.466529573798609
ecol,Y_XCom_SLactose,0.476271476023581
ecol,Y_XCom_SLactose,0.477807690449831
ecol,Y_XCom_SLactose,0.475339475204289
ecol,Y_XCom_SLactose,0.501853439412671
ecol,Y_XCom_SLactose,0.487253334113322
ecol,Y_XCom_SLactose,0.478332753976643
ecol,Y_XCom_SLactose,0.488757396816628
ecol,Y_XCom_SNeu5Ac,75
ecol,Y_XCom_SNeu5Ac,75
ecol,Y_XCom_SNeu5Ac,75
ecol,Y_XCom_SNeu5Ac,75
ecol,Y_XCom_SNeu5Ac,74.9979090124665
ecol,Y_XCom_SNeu5Ac,74.9999999974407
ecol,Y_XCom_SNeu5Ac,74.9999999885524
ecol,Y_XCom_SNeu5Ac,75
ecol,Y_XCom_SNeu5Ac,74.9999999215992
ecol,Y_XCom_SNeu5Ac,75
ecol,Y_XCom_SFucose,4.1326303362431
ecol,Y_XCom_SFucose,3.85801342252887
ecol,Y_XCom_SFucose,3.97047986261018
ecol,Y_XCom_SFucose,3.71110738244841
ecol,Y_XCom_SFucose,4.12586065732378
ecol,Y_XCom_SFucose,4.10279321860575
ecol,Y_XCom_SFucose,3.74118047562075
ecol,Y_XCom_SFucose,3.52901410010349
ecol,Y_XCom_SFucose,3.69682877988795
ecol,Y_XCom_SFucose,3.73131567592174
ecol,K_SLNT,75
ecol,K_SLNT,1e-05
ecol,K_SLNT,75
ecol,K_SLNT,0.0572119053804547
ecol,K_SLNT,75
ecol,K_SLNT,74.9951931175883
ecol,K_SLNT,1.00343428854953e-05
ecol,K_SLNT,74.996393432181
ecol,K_SLNT,0.0474755550953352
ecol,K_SLNT,1e-05
ecol,K_S2FL,0.0231218956100917
ecol,K_S2FL,1.34833976284377
ecol,K_S2FL,0.522930441233118
ecol,K_S2FL,75
ecol,K_S2FL,0.0267586163754011
ecol,K_S2FL,0.0261406869167109
ecol,K_S2FL,38.7769342162286
ecol,K_S2FL,75
ecol,K_S2FL,74.99273366364
ecol,K_S2FL,33.0500348493086
ecol,K_S3SL,74.9935821254931
ecol,K_S3SL,75
ecol,K_S3SL,0.0748740574621999
ecol,K_S3SL,0.0748080148477424
ecol,K_S3SL,75
ecol,K_S3SL,74.9829870087409
ecol,K_S3SL,75
ecol,K_S3SL,0.0685980075861297
ecol,K_S3SL,0.0776235005006455
ecol,K_S3SL,75
ecol,K_SLactose,1.21032359919439
ecol,K_SLactose,38.3632122929014
ecol,K_SLactose,42.1729964417561
ecol,K_SLactose,75
ecol,K_SLactose,1.39847561247796
ecol,K_SLactose,1.68640634392066
ecol,K_SLactose,1.23403724210233
ecol,K_SLactose,2.13150045341693
ecol,K_SLactose,36.7940598266703
ecol,K_SLactose,1.70491821211879
ecol,K_SGalactose,1.3207168549922
ecol,K_SGalactose,69.0049354140039
ecol,K_SGalactose,7.32113397935982
ecol,K_SGalactose,75
ecol,K_SGalactose,75
ecol,K_SGalactose,13.2023747174578
ecol,K_SGalactose,74.7366253344221
ecol,K_SGalactose,60.4241267900975
ecol,K_SGalactose,20.640262311478
ecol,K_SGalactose,0.146096318299819
ecol,K_SGlucose,74.9999998009988
ecol,K_SGlucose,26.869203906654
ecol,K_SGlucose,23.5986085316869
ecol,K_SGlucose,75
ecol,K_SGlucose,75
ecol,K_SGlucose,39.8166728815944
ecol,K_SGlucose,74.9999999885524
ecol,K_SGlucose,0.194790751517448
ecol,K_SGlucose,72.6694363979577
ecol,K_SGlucose,0.0435532265034007
ecol,K_SNeu5Ac,8.62198804390694
ecol,K_SNeu5Ac,11.8945887228875
ecol,K_SNeu5Ac,17.7080284241686
ecol,K_SNeu5Ac,16.6915051272314
ecol,K_SNeu5Ac,7.82271050923214
ecol,K_SNeu5Ac,7.22647365251622
ecol,K_SNeu5Ac,8.8883651242438
ecol,K_SNeu5Ac,10.7251414324
ecol,K_SNeu5Ac,16.3760838887667
ecol,K_SNeu5Ac,7.01781735005929
ecol,K_SFucose,0.120828649524034
ecol,K_SFucose,0.139024799927553
ecol,K_SFucose,0.154684182551672
ecol,K_SFucose,0.166338151673672
ecol,K_SFucose,0.112525697245813
ecol,K_SFucose,0.106379119336786
ecol,K_SFucose,0.10669444266158
ecol,K_SFucose,0.0341435307026475
ecol,K_SFucose,0.19274500747758
ecol,K_SFucose,0.131200701051062
