exp,parameter,value
bthe,mu_max,1.21993135895586
bthe,mu_max,1.21653968881964
bthe,mu_max,1.17851415484993
bthe,mu_max,1.18275997531883
bthe,mu_max,1.17729117511097
bthe,mu_max,1.17495349882745
bthe,mu_max,1.18072043512041
bthe,mu_max,1.21924701802258
bthe,mu_max,1.17917463868567
bthe,mu_max,1.17919003291215
bthe,mu_max,1.21564231161203
bthe,mu_max,1.21668481730092
bthe,mu_max,1.21655023496264
bthe,mu_max,1.22113272534035
bthe,mu_max,1.441875
bthe,mu_max,1.17919003291215
bthe,mu_max,1.17788840405286
bthe,mu_max,1.21705709409769
bthe,mu_max,1.21655023496264
bthe,mu_max,1.21924701802258
bthe,kd,0.0582000918946328
bthe,kd,0.0579609015491789
bthe,kd,0.057028694704177
bthe,kd,0.0574842895387288
bthe,kd,0.05698374569202
bthe,kd,0.0579661653053963
bthe,kd,0.0569688407213129
bthe,kd,0.058454514998631
bthe,kd,0.0572342432458143
bthe,kd,0.0573890101028738
bthe,kd,0.0581005438928686
bthe,kd,0.0578870307743585
bthe,kd,0.0581523674124231
bthe,kd,0.0580009848275812
bthe,kd,0.0817695901948957
bthe,kd,0.0573890101028738
bthe,kd,0.0572807646202742
bthe,kd,0.0581247531791541
bthe,kd,0.0581523674124231
bthe,kd,0.058454514998631
bthe,Y_XCom_SLNT,0.19033281392352
bthe,Y_XCom_SLNT,0.185177961307353
bthe,Y_XCom_SLNT,0.15358543502913
bthe,Y_XCom_SLNT,0.162260359896053
bthe,Y_XCom_SLNT,0.160604399680868
bthe,Y_XCom_SLNT,0.180759326768295
bthe,Y_XCom_SLNT,0.15385667156878
bthe,Y_XCom_SLNT,0.179004421679557
bthe,Y_XCom_SLNT,0.160225552718609
bthe,Y_XCom_SLNT,0.154155966796506
bthe,Y_XCom_SLNT,0.205763858518781
bthe,Y_XCom_SLNT,0.185031126966889
bthe,Y_XCom_SLNT,0.179535525021507
bthe,Y_XCom_SLNT,0.1735373331424
bthe,Y_XCom_SLNT,1.70799188773305
bthe,Y_XCom_SLNT,0.154155966796506
bthe,Y_XCom_SLNT,0.179027434075729
bthe,Y_XCom_SLNT,0.178115004046063
bthe,Y_XCom_SLNT,0.179535525021507
bthe,Y_XCom_SLNT,0.179004421679557
bthe,Y_XCom_SGalactose,1.15259858929328
bthe,Y_XCom_SGalactose,20.5373096458668
bthe,Y_XCom_SGalactose,22.5938039599845
bthe,Y_XCom_SGalactose,74.4051165079409
bthe,Y_XCom_SGalactose,45.396381441824
bthe,Y_XCom_SGalactose,41.4770071054405
bthe,Y_XCom_SGalactose,4.84734802141746
bthe,Y_XCom_SGalactose,1.11705051775755
bthe,Y_XCom_SGalactose,64.2593352835802
bthe,Y_XCom_SGalactose,21.7341360792146
bthe,Y_XCom_SGalactose,20.4711614311842
bthe,Y_XCom_SGalactose,3.77361485695856
bthe,Y_XCom_SGalactose,0.113991982985898
bthe,Y_XCom_SGalactose,5.474138729148
bthe,Y_XCom_SGalactose,67.9055677601282
bthe,Y_XCom_SGalactose,21.7341360792146
bthe,Y_XCom_SGalactose,57.7441976059822
bthe,Y_XCom_SGalactose,18.2298644410661
bthe,Y_XCom_SGalactose,0.113991982985898
bthe,Y_XCom_SGalactose,1.11705051775755
bthe,Y_XCom_SGlucose,66.9372447740779
bthe,Y_XCom_SGlucose,26.7901475020106
bthe,Y_XCom_SGlucose,19.7590233953973
bthe,Y_XCom_SGlucose,13.6568318754673
bthe,Y_XCom_SGlucose,73.0808186774627
bthe,Y_XCom_SGlucose,9.76621650578479
bthe,Y_XCom_SGlucose,31.011750939134
bthe,Y_XCom_SGlucose,3.07803905015408
bthe,Y_XCom_SGlucose,71.3331271751852
bthe,Y_XCom_SGlucose,21.6099271688828
bthe,Y_XCom_SGlucose,34.8663251317928
bthe,Y_XCom_SGlucose,69.3091590304878
bthe,Y_XCom_SGlucose,62.5483847406313
bthe,Y_XCom_SGlucose,26.6133528968496
bthe,Y_XCom_SGlucose,59.8989471438917
bthe,Y_XCom_SGlucose,21.6099271688828
bthe,Y_XCom_SGlucose,16.1272950033193
bthe,Y_XCom_SGlucose,48.3084933604932
bthe,Y_XCom_SGlucose,62.5483847406313
bthe,Y_XCom_SGlucose,3.07803905015408
bthe,k1,0.257585851068516
bthe,k1,0.252213690497749
bthe,k1,0.179551840840845
bthe,k1,0.196032316789846
bthe,k1,0.192574419350691
bthe,k1,0.214616140008099
bthe,k1,0.179126666869423
bthe,k1,0.244672798301181
bthe,k1,0.190106640204865
bthe,k1,0.180750429499069
bthe,k1,0.273257290569378
bthe,k1,0.251290123891765
bthe,k1,0.243554081523661
bthe,k1,0.234595649583172
bthe,k1,0.380236144981113
bthe,k1,0.180750429499069
bthe,k1,0.219956678240585
bthe,k1,0.243174818410257
bthe,k1,0.243554081523661
bthe,k1,0.244672798301181
bthe,k2,0.364536426414687
bthe,k2,0.369257037869971
bthe,k2,0.353597344121337
bthe,k2,0.349556864506583
bthe,k2,0.35172305070834
bthe,k2,0.346687564754806
bthe,k2,0.352135688825195
bthe,k2,0.368072637397654
bthe,k2,0.352039283889105
bthe,k2,0.354737805859535
bthe,k2,0.364833799877485
bthe,k2,0.367736823246301
bthe,k2,0.369656342432049
bthe,k2,0.369189765165647
bthe,k2,0.402330534918682
bthe,k2,0.354737805859535
bthe,k2,0.346060011785675
bthe,k2,0.369738907849189
bthe,k2,0.369656342432049
bthe,k2,0.368072637397654
bthe,k3,0.807101466534844
bthe,k3,0.807656089012105
bthe,k3,74.5313990566151
bthe,k3,74.9140547517863
bthe,k3,61.4471701921141
bthe,k3,68.4906604754889
bthe,k3,74.0684478372141
bthe,k3,0.809361375932505
bthe,k3,75
bthe,k3,74.7532119471926
bthe,k3,0.816318820955736
bthe,k3,0.804342120525
bthe,k3,0.814313830636589
bthe,k3,0.815808808637986
bthe,k3,73.9951462447332
bthe,k3,74.7532119471926
bthe,k3,61.8710595846265
bthe,k3,0.811608476206566
bthe,k3,0.814313830636589
bthe,k3,0.809361375932505
bthe,k4,0.280098655587709
bthe,k4,0.282151678176121
bthe,k4,0.230984364754491
bthe,k4,0.235999947672992
bthe,k4,0.24076470987959
bthe,k4,0.247394710471157
bthe,k4,0.230101363373794
bthe,k4,0.276348092704908
bthe,k4,0.236949531066532
bthe,k4,0.232428224663199
bthe,k4,0.293801956700286
bthe,k4,0.280535236829693
bthe,k4,0.275599226504016
bthe,k4,0.268458393891986
bthe,k4,0.244823585141672
bthe,k4,0.232428224663199
bthe,k4,0.254461522656172
bthe,k4,0.275942619494031
bthe,k4,0.275599226504016
bthe,k4,0.276348092704908
bthe,Y_XCom_S2FL,3.1978980139379
bthe,Y_XCom_S2FL,3.43109043757379
bthe,Y_XCom_S2FL,1.48895724333403
bthe,Y_XCom_S2FL,2.3574837826038
bthe,Y_XCom_S2FL,1.38013737973635
bthe,Y_XCom_S2FL,3.78640966347135
bthe,Y_XCom_S2FL,1.92438619456013
bthe,Y_XCom_S2FL,4.0094941590952
bthe,Y_XCom_S2FL,3.89005796390086
bthe,Y_XCom_S2FL,2.16911354921352
bthe,Y_XCom_3SL,75
bthe,Y_XCom_3SL,75
bthe,Y_XCom_3SL,75
bthe,Y_XCom_3SL,75
bthe,Y_XCom_3SL,74.9999999915226
bthe,Y_XCom_3SL,74.9999999721973
bthe,Y_XCom_3SL,75
bthe,Y_XCom_3SL,75
bthe,Y_XCom_3SL,75
bthe,Y_XCom_3SL,75
bthe,Y_XCom_SLactose,0.287072741921021
bthe,Y_XCom_SLactose,0.277780623396929
bthe,Y_XCom_SLactose,0.296817183011333
bthe,Y_XCom_SLactose,0.294691708135196
bthe,Y_XCom_SLactose,0.306363965865887
bthe,Y_XCom_SLactose,0.294972101552605
bthe,Y_XCom_SLactose,0.300614367527175
bthe,Y_XCom_SLactose,0.275587953204109
bthe,Y_XCom_SLactose,0.261569051360618
bthe,Y_XCom_SLactose,0.279349851056416
bthe,Y_XCom_SNeu5Ac,75
bthe,Y_XCom_SNeu5Ac,75
bthe,Y_XCom_SNeu5Ac,75
bthe,Y_XCom_SNeu5Ac,74.9999559936283
bthe,Y_XCom_SNeu5Ac,74.9983915394941
bthe,Y_XCom_SNeu5Ac,75
bthe,Y_XCom_SNeu5Ac,75
bthe,Y_XCom_SNeu5Ac,74.9999991513783
bthe,Y_XCom_SNeu5Ac,74.9767362204738
bthe,Y_XCom_SNeu5Ac,75
bthe,Y_XCom_SFucose,0.489008964364448
bthe,Y_XCom_SFucose,0.473308068500059
bthe,Y_XCom_SFucose,0.557765278674092
bthe,Y_XCom_SFucose,0.497964871326024
bthe,Y_XCom_SFucose,0.573808638942178
bthe,Y_XCom_SFucose,0.47082999639457
bthe,Y_XCom_SFucose,0.519108336814534
bthe,Y_XCom_SFucose,0.453681680949298
bthe,Y_XCom_SFucose,0.459446958731278
bthe,Y_XCom_SFucose,0.526774357853329
bthe,K_SLNT,72.0885494875073
bthe,K_SLNT,0.857990085643493
bthe,K_SLNT,60.7558812875667
bthe,K_SLNT,0.729186225680015
bthe,K_SLNT,42.9431336972947
bthe,K_SLNT,1.00139013512514e-05
bthe,K_SLNT,0.249278299886283
bthe,K_SLNT,1.96010584294239e-05
bthe,K_SLNT,0.733197885096422
bthe,K_SLNT,75
bthe,K_S2FL,58.5071403111636
bthe,K_S2FL,75
bthe,K_S2FL,0.231604197526043
bthe,K_S2FL,74.998591796107
bthe,K_S2FL,0.147471796198417
bthe,K_S2FL,74.9935252459724
bthe,K_S2FL,75
bthe,K_S2FL,62.4136481892359
bthe,K_S2FL,75
bthe,K_S2FL,0.772571691586002
bthe,K_S3SL,0.0441106949763583
bthe,K_S3SL,75
bthe,K_S3SL,74.9322579395062
bthe,K_S3SL,74.9943671844278
bthe,K_S3SL,74.9968570128001
bthe,K_S3SL,74.9880968153784
bthe,K_S3SL,75
bthe,K_S3SL,73.1716847980529
bthe,K_S3SL,75
bthe,K_S3SL,75
bthe,K_SLactose,5.18095809792181
bthe,K_SLactose,2.60920893550286
bthe,K_SLactose,4.09356520816913
bthe,K_SLactose,2.82226769782726
bthe,K_SLactose,5.1316709519864
bthe,K_SLactose,4.17420446949305
bthe,K_SLactose,4.57601949765967
bthe,K_SLactose,5.64166036732618
bthe,K_SLactose,3.34218649860419
bthe,K_SLactose,2.81400578013356
bthe,K_SGalactose,12.8289526723696
bthe,K_SGalactose,67.5702610260085
bthe,K_SGalactose,8.24032529549102
bthe,K_SGalactose,47.3726871181066
bthe,K_SGalactose,45.6442386811519
bthe,K_SGalactose,0.855311659689368
bthe,K_SGalactose,34.8537732514334
bthe,K_SGalactose,75
bthe,K_SGalactose,75
bthe,K_SGalactose,69.8332411298028
bthe,K_SGlucose,40.1887299825853
bthe,K_SGlucose,64.6922401729713
bthe,K_SGlucose,7.15633090431016
bthe,K_SGlucose,75
bthe,K_SGlucose,2.3885455265619
bthe,K_SGlucose,74.2016713654401
bthe,K_SGlucose,75
bthe,K_SGlucose,50.0202662036868
bthe,K_SGlucose,7.500009
bthe,K_SGlucose,5.54256606870894
bthe,K_SNeu5Ac,27.8911781994006
bthe,K_SNeu5Ac,26.3391971720454
bthe,K_SNeu5Ac,27.2551139099586
